Geography,Gender,AgeGroup,CreditScoreGroup,BalanceSegment,TenureSegment,NumOfProducts,IsActiveMember,Balance,EstimatedSalary,SalarySegment,RiskSegment,RevenueLost,Exited
France,Female,30-45,High,Low Balance,New Customer,1,1,84378.9,75396.43,Medium Salary,Normal,0,0
Germany,Male,30-45,Medium,High Balance,Long-term Customer,2,1,136281.41,24799.47,Low Salary,Normal,0,0
France,Male,46-60,Medium,High Balance,Mid-term Customer,1,1,119380.37,60429.43,Medium Salary,Normal,0,0
Germany,Male,60+,Medium,High Balance,Mid-term Customer,2,1,108716.59,74241.09,Medium Salary,Normal,0,0
France,Female,30-45,High,High Balance,Mid-term Customer,1,0,106596.29,91305.77,Medium Salary,High Risk,0,0
France,Female,30-45,Medium,Low Balance,Long-term Customer,3,1,99546.25,25136.95,Low Salary,Normal,99546.25,1
Spain,Male,Under 30,High,High Balance,Mid-term Customer,1,1,112615.86,4491.77,Low Salary,Normal,0,0
France,Male,Under 30,High,Low Balance,New Customer,1,1,75381.15,199727.72,High Salary,Normal,0,0
Germany,Female,30-45,Medium,High Balance,New Customer,1,1,123086.39,41042.4,Low Salary,Normal,123086.39,1
Spain,Male,46-60,Medium,High Balance,Long-term Customer,1,0,109472.47,157358.43,High Salary,High Risk,109472.47,1
Spain,Male,46-60,Medium,High Balance,Mid-term Customer,1,1,155766.05,110275.17,High Salary,Normal,0,0
Germany,Male,30-45,High,High Balance,Mid-term Customer,2,0,101985.81,43801.27,Low Salary,High Risk,0,0
France,Female,30-45,Low,Low Balance,New Customer,1,0,96019.5,9085,Low Salary,Normal,0,0
France,Female,30-45,Medium,High Balance,New Customer,1,0,147900.43,140000.29,High Salary,High Risk,0,0
France,Male,46-60,High,High Balance,Mid-term Customer,1,1,100755.66,186775.25,High Salary,Normal,0,0
France,Female,30-45,High,Low Balance,New Customer,1,1,83036.05,154990.58,High Salary,Normal,83036.05,1
Spain,Male,Under 30,Medium,High Balance,Mid-term Customer,2,0,125427.37,27654.44,Low Salary,High Risk,0,0
France,Female,46-60,Medium,Low Balance,New Customer,1,0,98202.76,137763.93,High Salary,Normal,0,0
Spain,Male,30-45,High,Low Balance,New Customer,1,0,72509.91,25723.73,Low Salary,Normal,0,0
Germany,Male,30-45,High,High Balance,New Customer,2,1,140393.65,186285.52,High Salary,Normal,0,0
Spain,Female,46-60,Medium,High Balance,Mid-term Customer,2,1,142644.64,142208.5,High Salary,Normal,142644.64,1
France,Female,30-45,Medium,Low Balance,Long-term Customer,1,1,23503.31,169862.01,High Salary,Normal,23503.31,1
Spain,Male,30-45,Low,High Balance,Long-term Customer,1,0,145729.71,41365.85,Low Salary,High Risk,0,0
Germany,Female,30-45,High,High Balance,New Customer,2,1,122295.17,30812.84,Low Salary,Normal,0,0
Spain,Female,30-45,Medium,High Balance,Mid-term Customer,2,0,119799.27,159416.58,High Salary,High Risk,0,0
Spain,Male,30-45,Medium,High Balance,Long-term Customer,2,0,163708.58,76259.23,Medium Salary,High Risk,0,0
France,Male,30-45,Medium,Low Balance,New Customer,2,0,61687.33,105965.25,High Salary,Normal,0,0
France,Female,Under 30,Medium,Low Balance,Mid-term Customer,1,1,79144.34,50743.83,Medium Salary,Normal,0,0
Germany,Female,Under 30,Medium,High Balance,Mid-term Customer,1,1,104848.68,167387.36,High Salary,Normal,0,0
France,Female,Under 30,High,High Balance,New Customer,1,1,146652.01,173486.39,High Salary,Normal,0,0
Germany,Female,30-45,Medium,High Balance,New Customer,2,1,130622.34,128499.94,High Salary,Normal,0,0
Germany,Male,60+,Medium,High Balance,New Customer,2,1,187013.13,105898.69,High Salary,Normal,0,0
France,Male,30-45,High,Low Balance,Mid-term Customer,1,0,98862.54,151516.7,High Salary,Normal,0,0
Germany,Male,46-60,Low,Low Balance,New Customer,2,0,98443.14,92033.98,Medium Salary,Normal,0,0
Germany,Female,Under 30,Low,High Balance,Long-term Customer,1,1,123575.51,95148.28,Medium Salary,Normal,0,0
France,Male,30-45,High,High Balance,Mid-term Customer,1,1,105239.1,19700.24,Low Salary,Normal,0,0
Germany,Male,46-60,Medium,High Balance,Long-term Customer,1,0,110993.79,134396.64,High Salary,High Risk,110993.79,1
Spain,Male,30-45,High,High Balance,Mid-term Customer,2,0,157691.98,133600.89,High Salary,High Risk,157691.98,1
Germany,Male,46-60,Medium,High Balance,Mid-term Customer,1,0,105245.21,99922.08,Medium Salary,High Risk,105245.21,1
France,Male,30-45,High,High Balance,Mid-term Customer,1,1,117687.35,159344.43,High Salary,Normal,0,0
Germany,Female,30-45,Medium,High Balance,Mid-term Customer,1,1,123067.63,98162.44,Medium Salary,Normal,123067.63,1
France,Female,30-45,Medium,High Balance,Mid-term Customer,1,1,101457.14,79101.67,Medium Salary,Normal,0,0
Spain,Male,46-60,Medium,High Balance,New Customer,2,1,100549.43,16644.16,Low Salary,Normal,0,0
Spain,Male,30-45,Medium,High Balance,Mid-term Customer,2,1,174588.8,158420.14,High Salary,Normal,0,0
Spain,Male,46-60,Medium,High Balance,Long-term Customer,1,0,121161.57,48988.28,Low Salary,High Risk,0,0
Germany,Female,30-45,Low,Low Balance,Mid-term Customer,2,1,90063.74,96366.7,Medium Salary,Normal,0,0
France,Male,30-45,Medium,High Balance,New Customer,2,0,134936.97,135178.91,High Salary,High Risk,0,0
France,Female,Under 30,Medium,High Balance,New Customer,1,0,110495.27,158615.41,High Salary,High Risk,0,0
Germany,Female,30-45,Medium,High Balance,New Customer,1,0,133200.09,71433.88,Medium Salary,High Risk,0,0
France,Female,30-45,Medium,Low Balance,Mid-term Customer,1,1,82596.8,55672.09,Medium Salary,Normal,0,0
Germany,Male,30-45,Medium,High Balance,Long-term Customer,1,1,103837.75,150218.11,High Salary,Normal,0,0
France,Male,46-60,Medium,Low Balance,Long-term Customer,1,1,93590.47,21228.71,Low Salary,Normal,93590.47,1
Germany,Male,30-45,High,High Balance,Long-term Customer,1,0,104149.66,62027.9,Medium Salary,High Risk,0,0
Germany,Male,30-45,Medium,High Balance,New Customer,1,1,114141.64,60988.21,Medium Salary,Normal,114141.64,1
Germany,Female,30-45,Medium,High Balance,Long-term Customer,1,1,117153,108675.01,High Salary,Normal,0,0
Germany,Male,30-45,Low,High Balance,Mid-term Customer,1,0,156353.46,72643.95,Medium Salary,High Risk,156353.46,1
Spain,Male,30-45,Medium,High Balance,New Customer,2,1,175534.78,9241.52,Low Salary,Normal,0,0
France,Female,Under 30,Medium,High Balance,Long-term Customer,1,0,135637,153080.4,High Salary,High Risk,135637,1
Germany,Female,30-45,High,Low Balance,New Customer,1,1,83415.04,74917.64,Medium Salary,Normal,0,0
Germany,Male,30-45,Medium,High Balance,New Customer,2,1,141859.12,111249.62,High Salary,Normal,0,0
Germany,Male,30-45,High,High Balance,Mid-term Customer,2,1,132767.66,59115.77,Medium Salary,Normal,0,0
France,Female,30-45,Medium,High Balance,Long-term Customer,1,0,110635.32,148218.86,High Salary,High Risk,0,0
Spain,Male,30-45,Medium,High Balance,Long-term Customer,1,1,177657.35,77142.32,Medium Salary,Normal,0,0
Germany,Male,30-45,Medium,High Balance,Mid-term Customer,1,0,157777.58,67484.6,Medium Salary,High Risk,0,0
Germany,Male,46-60,Medium,High Balance,Long-term Customer,2,1,107915.94,63452.18,Medium Salary,Normal,107915.94,1
Germany,Female,46-60,Medium,Low Balance,Mid-term Customer,1,1,86568.75,103660.31,High Salary,Normal,0,0
Germany,Male,46-60,Medium,High Balance,Long-term Customer,1,0,137755.76,163191.99,High Salary,High Risk,137755.76,1
France,Male,30-45,High,High Balance,New Customer,2,0,137262.71,62905.29,Medium Salary,High Risk,0,0
Germany,Male,46-60,High,High Balance,Long-term Customer,1,0,116309.01,185360.4,High Salary,High Risk,116309.01,1
France,Female,30-45,Medium,High Balance,New Customer,2,0,131244.65,183229.02,High Salary,High Risk,0,0
Germany,Male,Under 30,High,High Balance,New Customer,2,1,125155.83,106024.02,High Salary,Normal,0,0
Germany,Male,30-45,High,High Balance,Mid-term Customer,2,0,140691.08,167810.26,High Salary,High Risk,0,0
France,Male,30-45,Medium,Low Balance,New Customer,2,1,58820.32,138536.09,High Salary,Normal,0,0
Germany,Female,Under 30,Medium,High Balance,New Customer,1,1,105099.45,184520,High Salary,Normal,105099.45,1
France,Male,Under 30,Medium,High Balance,Long-term Customer,1,0,168372.52,134676.72,High Salary,High Risk,0,0
Germany,Male,30-45,Low,Low Balance,New Customer,2,0,94682.56,138478.2,High Salary,Normal,0,0
France,Male,60+,Medium,High Balance,New Customer,1,1,146329.73,43615.67,Low Salary,Normal,0,0
France,Female,46-60,Medium,High Balance,Mid-term Customer,1,0,167962.7,140201.21,High Salary,High Risk,0,0
France,Male,30-45,Medium,High Balance,New Customer,1,0,116967.68,5075.17,Low Salary,High Risk,116967.68,1
Germany,Female,30-45,Medium,Low Balance,Mid-term Customer,1,1,93244.42,199805.63,High Salary,Normal,0,0
Germany,Male,30-45,Medium,Low Balance,Mid-term Customer,2,1,80442.06,12537.42,Low Salary,Normal,0,0
Germany,Female,30-45,Medium,High Balance,New Customer,2,0,150561.03,64722.61,Medium Salary,High Risk,0,0
France,Female,30-45,Medium,High Balance,Long-term Customer,1,0,125474.44,198929.84,High Salary,High Risk,0,0
Germany,Female,30-45,Medium,High Balance,Mid-term Customer,2,0,127076.68,69011.66,Medium Salary,High Risk,0,0
Spain,Male,30-45,Low,High Balance,Long-term Customer,2,1,128650.11,163641.53,High Salary,Normal,0,0
Spain,Female,30-45,High,High Balance,Mid-term Customer,1,1,145580.61,154598.56,High Salary,Normal,0,0
France,Male,46-60,Low,High Balance,Long-term Customer,1,0,144900.58,61315.37,Medium Salary,High Risk,144900.58,1
France,Female,30-45,Low,Low Balance,Long-term Customer,1,0,97588.6,124210.53,High Salary,Normal,0,0
Germany,Female,Under 30,High,High Balance,Long-term Customer,2,0,122200.31,43705.56,Low Salary,High Risk,0,0
Spain,Female,46-60,Medium,High Balance,New Customer,1,0,151709.33,180736.24,High Salary,High Risk,0,0
Spain,Female,30-45,High,High Balance,New Customer,2,1,122134.4,27867.59,Low Salary,Normal,0,0
Germany,Male,30-45,Medium,High Balance,New Customer,2,0,137260.45,55387.28,Medium Salary,High Risk,0,0
France,Female,30-45,Medium,Low Balance,Long-term Customer,1,0,88594.14,196332.45,High Salary,Normal,0,0
Germany,Male,30-45,Medium,High Balance,Long-term Customer,4,0,127205.32,93874.87,Medium Salary,High Risk,127205.32,1
Spain,Female,30-45,High,Low Balance,Long-term Customer,2,0,96997.09,76614.04,Medium Salary,Normal,0,0
France,Male,30-45,Medium,High Balance,Mid-term Customer,2,1,142200.19,122221.71,High Salary,Normal,0,0
Germany,Female,30-45,High,High Balance,New Customer,1,1,160761.41,24156.03,Low Salary,Normal,0,0
France,Male,30-45,Medium,High Balance,New Customer,1,0,116234.61,172096.08,High Salary,High Risk,0,0
Germany,Female,Under 30,High,High Balance,Mid-term Customer,1,1,155143.52,135034.57,High Salary,Normal,155143.52,1
France,Male,30-45,High,Low Balance,Mid-term Customer,1,1,84009.47,137001.1,High Salary,Normal,0,0
Germany,Female,Under 30,Low,High Balance,Mid-term Customer,2,0,139246.22,106799.49,High Salary,High Risk,0,0
Germany,Male,46-60,High,High Balance,Mid-term Customer,2,1,170113,10494.64,Low Salary,Normal,0,0
France,Male,60+,High,High Balance,New Customer,1,1,145578.28,186172.85,High Salary,Normal,0,0
Spain,Male,60+,Medium,High Balance,Mid-term Customer,1,1,126273.95,91673.6,Medium Salary,Normal,0,0
France,Female,Under 30,Medium,High Balance,Long-term Customer,1,1,162482.76,18458.2,Low Salary,Normal,0,0
France,Female,30-45,High,Low Balance,New Customer,1,0,87814.89,138578.37,High Salary,Normal,0,0
Spain,Male,60+,Medium,High Balance,New Customer,1,1,113858.95,38129.22,Low Salary,Normal,0,0
Germany,Male,30-45,Medium,Low Balance,Mid-term Customer,4,1,87612.64,107155.4,High Salary,Normal,87612.64,1
Germany,Male,Under 30,Medium,High Balance,New Customer,1,1,106648.98,7063.6,Low Salary,Normal,0,0
Germany,Female,30-45,Medium,High Balance,Long-term Customer,2,1,103653.51,137079.86,High Salary,Normal,0,0
Germany,Male,30-45,High,High Balance,New Customer,1,0,116880.53,172718.35,High Salary,High Risk,116880.53,1
Germany,Female,30-45,High,Low Balance,Mid-term Customer,2,0,97990.49,106691.02,High Salary,Normal,0,0
Germany,Female,30-45,Medium,High Balance,Mid-term Customer,1,1,150635.3,72274.84,Medium Salary,Normal,0,0
France,Male,30-45,Medium,High Balance,Long-term Customer,2,0,129674.89,80552.36,Medium Salary,High Risk,0,0
France,Male,46-60,Medium,Low Balance,New Customer,1,0,83568.26,1235.49,Low Salary,Normal,0,0
Spain,Male,46-60,High,High Balance,Mid-term Customer,2,0,178144.91,50168.41,Medium Salary,High Risk,178144.91,1
Germany,Male,30-45,Medium,High Balance,Mid-term Customer,1,1,147137.74,33687.9,Low Salary,Normal,0,0
France,Male,30-45,High,High Balance,New Customer,1,1,114370.41,66810.48,Medium Salary,Normal,0,0
Germany,Female,46-60,High,High Balance,Mid-term Customer,2,1,108289.28,45859.55,Low Salary,Normal,108289.28,1
Germany,Male,30-45,High,High Balance,New Customer,2,0,149887.49,63846.36,Medium Salary,High Risk,0,0
Spain,Female,30-45,Medium,High Balance,Mid-term Customer,1,1,170172.9,100236.02,High Salary,Normal,0,0
Germany,Female,Under 30,Medium,Low Balance,New Customer,2,0,64808.32,78591.15,Medium Salary,Normal,0,0
France,Female,46-60,Medium,Low Balance,New Customer,1,1,62732.65,124954.56,High Salary,Normal,0,0
France,Male,Under 30,Medium,Low Balance,Mid-term Customer,1,1,95167.55,152723.23,High Salary,Normal,0,0
Germany,Female,46-60,Medium,High Balance,New Customer,1,0,152508.99,187597.98,High Salary,High Risk,152508.99,1
Germany,Male,30-45,Medium,High Balance,New Customer,1,1,134644.19,70381.49,Medium Salary,Normal,0,0
Germany,Female,30-45,High,Low Balance,New Customer,1,0,51293.47,35534.68,Low Salary,Normal,0,0
Spain,Male,46-60,Medium,High Balance,Long-term Customer,1,1,116622.73,51011.29,Medium Salary,Normal,0,0
France,Male,30-45,Low,High Balance,New Customer,1,0,198113.86,69664.35,Medium Salary,High Risk,0,0
France,Female,Under 30,Low,Low Balance,Mid-term Customer,1,0,85646.81,63233.02,Medium Salary,Normal,85646.81,1
France,Male,30-45,Medium,High Balance,Long-term Customer,1,0,141234.98,95673.05,Medium Salary,High Risk,0,0
France,Female,30-45,Medium,Low Balance,Long-term Customer,1,0,77641.99,189051.59,High Salary,Normal,77641.99,1
Germany,Female,30-45,Medium,High Balance,Mid-term Customer,1,0,117304.29,196278.32,High Salary,High Risk,0,0
Germany,Male,30-45,Medium,Low Balance,Mid-term Customer,2,1,92340.69,174667.58,High Salary,Normal,0,0
Germany,Male,30-45,Low,High Balance,Long-term Customer,2,1,146780.52,3476.38,Low Salary,Normal,0,0
Spain,Male,30-45,Medium,High Balance,Mid-term Customer,1,1,144974.55,19344.92,Low Salary,Normal,0,0
Spain,Male,30-45,Medium,High Balance,New Customer,1,0,115137.26,52484.01,Medium Salary,High Risk,0,0
France,Male,30-45,High,High Balance,Long-term Customer,2,0,101952.97,178153.65,High Salary,High Risk,0,0
France,Female,30-45,Medium,High Balance,New Customer,3,0,164649.52,49915.52,Low Salary,High Risk,164649.52,1
France,Male,30-45,Medium,Low Balance,New Customer,1,1,91956.49,59961.81,Medium Salary,Normal,0,0
Germany,Male,30-45,Medium,High Balance,Long-term Customer,2,0,123938.6,198894.42,High Salary,High Risk,0,0
Germany,Male,46-60,High,High Balance,Mid-term Customer,3,1,123571.77,57014.17,Medium Salary,Normal,123571.77,1
France,Female,30-45,Medium,High Balance,New Customer,1,1,120777.88,131729.52,High Salary,Normal,0,0
Germany,Male,30-45,Medium,Low Balance,Mid-term Customer,1,1,90248.79,79169.73,Medium Salary,Normal,0,0
Germany,Male,46-60,Medium,High Balance,New Customer,1,1,106396.48,150661.42,High Salary,Normal,106396.48,1
Germany,Female,46-60,High,High Balance,New Customer,1,0,104887.43,86622.56,Medium Salary,High Risk,104887.43,1
France,Male,30-45,High,Low Balance,New Customer,1,1,72079.71,115767.93,High Salary,Normal,0,0
France,Male,30-45,Medium,Low Balance,New Customer,1,0,99844.68,187915.7,High Salary,Normal,0,0
France,Male,Under 30,Low,High Balance,New Customer,1,1,156815.71,137476.09,High Salary,Normal,0,0
France,Male,46-60,Medium,High Balance,Mid-term Customer,1,1,146034.74,77146.14,Medium Salary,Normal,0,0
France,Male,Under 30,Medium,High Balance,New Customer,1,0,152283.39,183271.15,High Salary,High Risk,0,0
Germany,Female,30-45,High,High Balance,New Customer,2,1,118897.1,26362.4,Low Salary,Normal,0,0
Germany,Male,46-60,Medium,Low Balance,Long-term Customer,1,1,96781.39,153373.71,High Salary,Normal,0,0
Germany,Male,30-45,Medium,High Balance,New Customer,2,0,102772.67,70705.58,Medium Salary,High Risk,0,0
France,Male,30-45,Medium,High Balance,Mid-term Customer,1,1,150578,34670.62,Low Salary,Normal,150578,1
France,Male,30-45,Medium,High Balance,Long-term Customer,1,0,163548.07,38866.85,Low Salary,High Risk,0,0
France,Female,30-45,Medium,High Balance,Long-term Customer,1,0,148580.12,35179.18,Low Salary,High Risk,0,0
Germany,Male,30-45,Medium,Low Balance,New Customer,2,0,96709.07,41788.37,Low Salary,Normal,0,0
Germany,Female,30-45,Low,High Balance,Mid-term Customer,1,1,106011.59,17376.57,Low Salary,Normal,106011.59,1
Germany,Male,30-45,Medium,High Balance,New Customer,1,0,135650.88,199428.19,High Salary,High Risk,0,0
Germany,Male,46-60,Medium,High Balance,Mid-term Customer,3,0,111362.76,16922.28,Low Salary,High Risk,111362.76,1
France,Male,30-45,Medium,Low Balance,New Customer,1,1,39344.83,178291.89,High Salary,Normal,39344.83,1
Germany,Male,30-45,High,High Balance,Long-term Customer,1,0,130809.77,152290.28,High Salary,High Risk,0,0
France,Female,Under 30,High,High Balance,New Customer,1,0,133009.51,126809.15,High Salary,High Risk,0,0
Germany,Female,Under 30,Medium,High Balance,Long-term Customer,2,1,135337.49,40385.61,Low Salary,Normal,0,0
France,Female,30-45,Medium,High Balance,Long-term Customer,2,1,112536.57,34350.54,Low Salary,Normal,0,0
Spain,Female,30-45,High,High Balance,Long-term Customer,1,0,122570.69,199005.88,High Salary,High Risk,0,0
France,Male,30-45,Medium,Low Balance,New Customer,2,1,63562.02,52629.73,Medium Salary,Normal,63562.02,1
Germany,Male,30-45,Medium,High Balance,Long-term Customer,2,0,100368.63,35342.33,Low Salary,High Risk,0,0
Spain,Female,30-45,Medium,High Balance,Mid-term Customer,1,0,136082,62746.54,Medium Salary,High Risk,0,0
Germany,Male,46-60,High,High Balance,Long-term Customer,1,0,114169.16,173273.2,High Salary,High Risk,114169.16,1
France,Female,30-45,Medium,Low Balance,Mid-term Customer,1,1,47884.92,54340.24,Medium Salary,Normal,0,0
France,Male,46-60,High,High Balance,Mid-term Customer,1,1,202904.64,17298.72,Low Salary,Normal,202904.64,1
Spain,Male,30-45,High,High Balance,New Customer,2,1,161807.18,93228.86,Medium Salary,Normal,161807.18,1
Germany,Male,46-60,Medium,High Balance,New Customer,1,0,110791.97,148704.77,High Salary,High Risk,110791.97,1
Germany,Female,46-60,Medium,High Balance,Mid-term Customer,1,0,108755,40914.32,Low Salary,High Risk,108755,1
Spain,Female,46-60,High,High Balance,Long-term Customer,4,0,117294.12,94187.47,Medium Salary,High Risk,117294.12,1
